filepath,caption
dataset/navigation/object glove on the floor_64.jpg,navigation object glove
dataset/navigation/object tool on the floor_101.jpg,navigation object tool
./dataset\chemspeed_clear\image_257.jpg,chemspeed clear
./dataset\chemspeed_hazard\image_211.jpg,chemspeed hazard
./dataset/capping_clear/clear_rack_75.jpg,capping clear
./dataset\chemspeed_hazard\image_102.jpg,chemspeed hazard
./dataset/capping_clear/clear_rack_324.jpg,capping clear
./dataset/capping_hazard/missing_vial_98.jpg,capping missing vial
./dataset/capping_hazard/missing_vial_94.jpg,capping missing vial
./dataset/capping_hazard/spillage_9.jpg,capping spillage
./dataset/capping_hazard/missing_cap_25.jpg,capping missing cap
./dataset\chemspeed_clear\image_441.jpg,chemspeed clear
./dataset/capping_clear/clear_rack_86.jpg,capping clear
./dataset/capping_hazard/spillage_26.jpg,capping spillage
dataset/navigation/object glove on the floor_138.jpg,navigation object glove
./dataset\chemspeed_clear\image_282.jpg,chemspeed clear
dataset/navigation/object tool on the floor_73.jpg,navigation object tool
./dataset\chemspeed_clear\image_129.jpg,chemspeed clear
./dataset\chemspeed_hazard\image_480.jpg,chemspeed hazard
./dataset/capping_clear/clear_rack_102.jpg,capping clear
./dataset/capping_hazard/missing_cap_76.jpg,capping missing cap
dataset/navigation/Empty floor_276.jpg,navigation Empty floor
dataset/navigation/Empty floor_423.jpg,navigation Empty floor
dataset/navigation/Empty floor_232.jpg,navigation Empty floor
dataset/navigation/Empty floor_256.jpg,navigation Empty floor
dataset/navigation/object glove on the floor_10.jpg,navigation object glove
./dataset/capping_clear/clear_rack_453.jpg,capping clear
./dataset/capping_clear/clear_rack_381.jpg,capping clear
./dataset\chemspeed_clear\image_357.jpg,chemspeed clear
./dataset\chemspeed_hazard\image_324.jpg,chemspeed hazard
./dataset\chemspeed_hazard\image_397.jpg,chemspeed hazard
./dataset/capping_hazard/missing_vial_88.jpg,capping missing vial
./dataset\chemspeed_clear\image_52.jpg,chemspeed clear
dataset/navigation/Empty floor_86.jpg,navigation Empty floor
./dataset\chemspeed_hazard\image_144.jpg,chemspeed hazard
./dataset\chemspeed_hazard\image_456.jpg,chemspeed hazard
dataset/navigation/object vial on the floor_117.jpg,navigation object vial
dataset/navigation/other objects on the floor_35.jpg,navigation other objects
dataset/navigation/object tool on the floor_9.jpg,navigation object tool
dataset/navigation/other objects on the floor_87.jpg,navigation other objects
./dataset\chemspeed_clear\image_483.jpg,chemspeed clear
dataset/navigation/Empty floor_318.jpg,navigation Empty floor
./dataset\chemspeed_clear\image_159.jpg,chemspeed clear
./dataset/capping_hazard/spillage_75.jpg,capping spillage
dataset/navigation/object vial on the floor_62.jpg,navigation object vial
./dataset\chemspeed_clear\image_500.jpg,chemspeed clear
./dataset/capping_clear/clear_rack_458.jpg,capping clear
./dataset\chemspeed_clear\image_399.jpg,chemspeed clear
./dataset/capping_clear/clear_rack_396.jpg,capping clear
./dataset/capping_clear/clear_rack_95.jpg,capping clear
dataset/navigation/Empty floor_521.jpg,navigation Empty floor
./dataset\chemspeed_clear\image_355.jpg,chemspeed clear
